pl_name,star_id,hostname,pl_rade,pl_bmasse,pl_eqt,pl_eqt_computed,disc_year,discoverymethod,ra,dec,sy_dist,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_pnum
CoRoT-4 b,32,CoRoT-4,13.34,228.83,1074.0,False,2008,Transit,102.1946233,-0.6727861,726.412,9.20205,0.09,6190.0,1.17,1.16,,1
CoRoT-5 b,33,CoRoT-5,15.558,148.42,1438.0,False,2009,Transit,101.2772396,0.8152163,882.472,4.0378962,0.04947,6100.0,1.186,1.0,-0.25,1
CoRoT-6 b,34,CoRoT-6,13.068,940.74,1017.0,False,2009,Transit,281.0725563,6.6632062,645.294,8.886593,0.0855,6090.0,1.025,1.05,-0.2,1
CoRoT-8 b,35,CoRoT-8,6.39,69.92,783.3336176324464,True,2010,Transit,291.5885696,1.4262972,322.037,6.21229,0.063,5080.0,0.77,0.88,0.3,1
CoRoT-9 b,36,CoRoT-9,11.948794,266.9772,420.0,False,2009,Transit,280.7866461,6.2040783,412.98,95.272656,0.4021,5625.0,0.96,0.96,-0.01,1
EPIC 201595106 b,37,EPIC 201595106,1.565,7.67,2038.0,False,2021,Transit,183.7203635,1.9681688,232.1,0.87724,0.0177,5679.0,0.98,0.958,0.01,2
EPIC 220674823 b,38,EPIC 220674823,1.676,7.8,2299.0,False,2016,Transit,13.0800239,10.7947051,244.59,0.5713127,0.01314,5578.0,0.99,0.913,-0.005,2
EPIC 220674823 c,38,EPIC 220674823,2.84,7.32,804.0,False,2016,Transit,13.0800239,10.7947051,244.59,13.33989,0.1073,5578.0,0.99,0.913,-0.005,2
EPIC 229004835 b,39,EPIC 229004835,2.332,10.4,804.0,False,2023,Transit,186.4860415,-1.4047214,121.971,16.141132,0.1237,5868.0,0.999,0.97,-0.12,1
EPIC 246851721 b,40,EPIC 246851721,11.780659,953.49,1401.0,False,2018,Transit,78.9198197,16.2786991,372.632,6.180235,0.07229,6202.0,1.586,1.317,0.141,1
EPIC 248847494 b,41,EPIC 248847494,12.44199,4131.79,183.0,False,2018,Transit,159.3890808,11.8427484,551.886,3650.0,4.5,4898.0,2.7,0.9,-0.23,1
EPIC 249893012 b,42,EPIC 249893012,1.95,8.75,1616.0,False,2020,Transit,228.2482353,-16.7246474,321.296,3.5951,0.047,5430.0,1.71,1.05,0.2,3
EPIC 249893012 c,42,EPIC 249893012,3.67,14.67,990.0,False,2020,Transit,228.2482353,-16.7246474,321.296,15.624,0.13,5430.0,1.71,1.05,0.2,3
EPIC 249893012 d,42,EPIC 249893012,3.94,10.18,752.0,False,2020,Transit,228.2482353,-16.7246474,321.296,35.747,0.22,5430.0,1.71,1.05,0.2,3
G 9-40 b,43,G 9-40,1.9,4.0,440.6,False,2019,Transit,134.7188514,21.0747961,27.9276,5.7459982,0.0418,3395.0,0.3026,0.2952,-0.07,1
GJ 1132 b,44,GJ 1132,1.19151465,1.83704819,583.8,False,2015,Transit,153.7090696,-47.1549358,12.613,1.62892911,0.0157,3229.0,0.2211,0.1945,-0.17,2
GJ 1214 b,45,GJ 1214,2.733,8.41,567.0,False,2009,Transit,258.8313991,4.9606795,14.6427,1.580404531,0.01505,3101.0,0.2162,0.182,0.24,1
GJ 143 b,46,GJ 143,2.61,22.7,422.0,False,2019,Transit,51.7501882,-63.500166,16.32,35.61253,0.1915,4640.0,0.695,0.73,0.003,2
GJ 3090 b,47,GJ 3090,2.13,3.34,693.0,False,2022,Transit,20.4384281,-46.7147234,22.4751,2.8531054,0.03165,3556.0,0.516,0.519,-0.06,1
GJ 3470 b,48,GJ 3470,4.57,13.9,593.5,False,2012,Radial Velocity,119.7735021,15.391209,29.4214,3.3366496,0.0355,3600.0,0.547,0.539,0.2,1
GJ 3473 b,49,GJ 3473,1.264,1.86,773.0,False,2020,Transit,120.5936065,3.3371629,27.3644,1.1980035,0.01589,3347.0,0.364,0.36,0.11,2
GJ 367 b,50,GJ 367,0.699,0.633,1365.0,False,2021,Transit,146.121464,-45.7790165,9.41263,0.3219225,0.00709,3522.0,0.458,0.455,-0.01,3
GJ 3929 b,51,GJ 3929,1.09,1.75,568.0,False,2022,Transit,239.5775678,35.4081141,15.8095,2.616235,0.0252,3384.0,0.32,0.313,-0.02,2
GJ 414 A b,52,GJ 414 A,2.63,7.6,308.6,False,2021,Radial Velocity,167.7745044,30.4451688,11.8893,50.8,0.2324,4120.0,0.68,0.65,0.24,2
GJ 414 A c,52,GJ 414 A,8.4,53.83,124.7,False,2021,Radial Velocity,167.7745044,30.4451688,11.8893,749.83,1.4,4120.0,0.68,0.65,0.24,2
GJ 486 b,53,GJ 486,1.289,2.77,696.3,False,2021,Radial Velocity,191.981531,9.7494181,8.07426,1.46712127,0.01714,3317.0,0.3243,0.312,-0.15,1
GJ 806 b,54,GJ 806,1.331,1.9,940.0,False,2023,Transit,311.2697002,44.5002351,12.0445,0.9263237,0.01406,3600.0,0.4144,0.413,-0.28,2
GJ 9827 b,55,GJ 9827,1.44,4.28,1035.01,False,2017,Transit,351.7717763,-1.2853435,29.661,1.208974,0.0189,4236.0,0.58,0.62,-0.29,3
GJ 9827 c,55,GJ 9827,1.13,1.86,715.94,False,2017,Transit,351.7717763,-1.2853435,29.661,3.648103,0.0395,4236.0,0.58,0.62,-0.29,3
GJ 9827 d,55,GJ 9827,1.98,3.02,675.0,False,2017,Transit,351.7717763,-1.2853435,29.661,6.20183,0.053,4236.0,0.58,0.62,-0.29,3
GPX-1 b,56,GPX-1,16.47720163,6261.2196179,2300.0,False,2021,Transit,38.3691648,56.025708,655.013,1.744579,0.0338,7000.0,1.56,1.68,0.35,1
GQ Lup b,57,GQ Lup,33.6,6356.0,2650.0,False,2004,Imaging,237.3003643,-35.6515055,151.169,,100.0,,,0.7,,1
GU Psc b,58,GU Psc,14.179,3591.3,1050.0,False,2014,Imaging,18.146485,17.0650029,47.5501,,2000.0,,,0.325,0.1,1
Gaia-1 b,59,Gaia-1,13.77583728,533.95172376,1170.1651597071923,True,2022,Transit,90.6436658,-0.5771099,363.66,3.052524,0.04047,5470.0,0.952,0.949,,1
Gaia-2 b,60,Gaia-2,14.81827249,259.66580852,1204.2492028846978,True,2022,Transit,110.7353308,67.2526565,209.229,3.6915224,0.0467,5720.0,1.064,1.0,,1
Gliese 12 b,61,Gliese 12,0.958,3.87,314.6,False,2024,Transit,3.9579137,13.5576175,12.21,12.761408,0.0668,3296.0,0.2617,0.2414,-0.32,1
HAT-P-1 b,62,HAT-P-1,14.784671,166.86075,1322.0,False,2006,Transit,344.4453632,38.674919,158.979,4.46529976,0.05561,5980.0,1.174,1.151,0.13,1
HAT-P-12 b,63,HAT-P-12,10.749,67.059,963.0,False,2009,Transit,209.3886452,43.49331,142.751,3.2130598,0.0384,4650.0,0.701,0.733,-0.29,1
HAT-P-16 b,64,HAT-P-16,14.448,1332.605,1626.0,False,2010,Transit,9.5730343,42.4630961,226.637,2.77596,0.0413,6158.0,1.237,1.218,0.17,1
HAT-P-18 b,65,HAT-P-18,11.153,62.61,852.0,False,2010,Transit,256.346376,33.0123251,161.4,5.508023,0.0559,4803.0,0.749,0.77,0.1,1
HAT-P-19 b,66,HAT-P-19,11.29865255,88.03846874,981.2,False,2010,Transit,9.5165832,34.7114025,202.078,4.00878322,0.04599,4962.0,0.773,0.807,0.166,1
HAT-P-20 b,67,HAT-P-20,9.718,2302.899,970.0,False,2010,Transit,111.9164295,24.3361185,71.0374,2.875317,0.0361,4595.0,0.694,0.756,0.35,1
HAT-P-23 b,68,HAT-P-23,15.334,664.237,2056.0,False,2010,Transit,306.1239076,16.7621462,364.813,1.212884,0.0232,5905.0,1.203,1.13,0.15,1
HAT-P-25 b,69,HAT-P-25,12.722215,180.84527,1182.0,False,2010,Transit,48.4354731,25.1973548,300.384,3.65281514,0.0466,5519.0,0.919,1.012,0.294,1
HAT-P-27 b,70,HAT-P-27,11.43,197.05,1090.1566056039417,True,2011,Transit,222.7673221,5.9473626,199.173,3.039577,0.04,5316.0,0.864673,0.916,0.3,1
HAT-P-28 b,71,HAT-P-28,13.585,198.953,1384.0,False,2011,Transit,13.0009159,34.728402,401.319,3.257215,0.0434,5680.0,1.103,1.025,0.12,1
HAT-P-32 b,72,HAT-P-32,22.19382,216.1244,1835.7,False,2011,Transit,31.0427614,46.6878512,289.205,2.1500082,0.03397,6001.0,1.367,1.132,-0.16,1
HAT-P-34 b,73,HAT-P-34,13.417173,1058.3739,1350.3669644241834,True,2011,Transit,303.1954355,18.1047776,249.325,5.452654,0.06774,6442.0,1.53,1.392,0.22,1
HAT-P-35 b,74,HAT-P-35,14.930388,335.62848,1443.6151388663404,True,2011,Transit,123.250703,4.7870288,506.965,3.646706,0.04978,6096.0,1.435,1.236,0.11,1
HAT-P-36 b,75,HAT-P-36,14.313893,587.413406,1780.97,False,2011,Transit,188.2662048,44.9153672,294.419,1.32734683,0.0241,5620.0,1.041,1.03,,1
HAT-P-37 b,76,HAT-P-37,13.204,371.528,1271.0,False,2011,Transit,284.2960393,51.2691212,390.594,2.797436,0.0379,5500.0,0.877,0.929,0.03,1
HAT-P-38 b,77,HAT-P-38,9.247,84.857,1082.0,False,2012,Transit,35.3834942,32.2460441,255.206,4.640382,0.0523,5330.0,0.923,0.886,0.06,1
HAT-P-39 b,78,HAT-P-39,17.609,190.372,1752.0,False,2012,Transit,113.7582526,17.8300283,697.004,3.54387,0.0509,6430.0,1.625,1.404,0.19,1
HAT-P-4 b,79,HAT-P-4,14.28,213.255,1686.0,False,2007,Transit,229.99122,36.229545,320.451,3.056536,0.04438,5860.0,1.596,1.248,,1
HAT-P-42 b,80,HAT-P-42,14.348,331.801,1428.0,False,2012,Transit,135.3443583,6.0970828,405.238,4.641878,0.0575,5743.0,1.53,1.178,0.27,1
HAT-P-44 b,81,HAT-P-44,13.922,111.871,1108.0,False,2014,Transit,213.1438604,47.0147826,347.85,4.301219,0.0507,5295.0,0.949,0.942,0.33,2
HAT-P-45 b,82,HAT-P-45,15.984,283.492,1652.0,False,2014,Transit,274.3732697,-3.3810594,298.64,3.128992,0.0452,6330.0,1.319,1.259,0.07,1
HAT-P-46 b,83,HAT-P-46,14.392,156.684,1458.0,False,2014,Transit,270.4441831,-2.97098,290.736,4.463129,0.0577,6120.0,1.396,1.284,0.3,1
HAT-P-50 b,84,HAT-P-50,14.437192,429.0705,1862.0,False,2015,Transit,118.0634379,12.1393474,515.458,3.1220109,0.0453,6280.0,1.698,1.273,-0.18,1
HAT-P-51 b,85,HAT-P-51,13.50682174,97.57332095,1168.2,False,2015,Transit,21.0651251,32.8107,440.089,4.21802091,0.05042,5453.0,0.995,0.961,0.302,1
HAT-P-52 b,86,HAT-P-52,11.309881,259.98494,1218.0,False,2015,Transit,42.7217412,29.0222492,361.155,2.7535953,0.03694,5131.0,0.893,0.887,0.28,1
HAT-P-53 b,87,HAT-P-53,14.773462,471.65972,1778.0,False,2015,Transit,21.8711012,38.9681137,666.802,1.9616241,0.03159,5956.0,1.209,1.093,0.0,1
HAT-P-54 b,88,HAT-P-54,10.581296,241.5508,818.0,False,2015,Transit,99.8979924,25.4824005,143.651,3.799847,0.04117,4390.0,0.617,0.645,-0.127,1
HAT-P-55 b,89,HAT-P-55,14.84069045,189.42573057,1367.0,False,2015,Transit,264.2735096,25.7311468,511.388,3.5852313,0.04628,5804.0,1.105,1.028,0.003,1
HAT-P-58 b,90,HAT-P-58,14.93036229,118.2321674,1622.0,False,2021,Transit,68.8465093,56.8682691,515.59,4.0138379,0.04994,6078.0,1.53,1.031,-0.224,1
HAT-P-59 b,91,HAT-P-59,12.58768533,489.45574678,1277.8,False,2021,Transit,292.4588212,62.5291892,265.471,4.1419771,0.05064,5678.0,1.1038,1.008,0.217,1
HAT-P-60 b,92,HAT-P-60,18.28184752,182.43350562,1772.0,False,2021,Transit,28.2825719,52.0539209,233.22,4.7947813,0.06277,6212.0,2.197,1.435,0.037,1
HAT-P-61 b,93,HAT-P-61,10.07687365,335.9446262,1505.0,False,2021,Transit,75.4801665,50.1311784,338.84,1.90231289,0.0301,5587.0,0.938,1.004,0.194,1
HAT-P-62 b,94,HAT-P-62,12.02723629,241.86741773,1512.0,False,2021,Transit,74.5043816,48.3008551,348.815,2.6453235,0.03772,5629.0,1.17,1.023,0.414,1
HAT-P-63 b,95,HAT-P-63,12.5428494,195.1466419,1237.0,False,2021,Transit,269.5720695,5.7613709,403.458,3.377728,0.04294,5400.0,0.9661,0.925,0.251,1
HAT-P-64 b,96,HAT-P-64,19.08889413,184.34047606,1766.0,False,2021,Transit,68.9743955,2.4312732,651.897,4.007232,0.05387,6457.0,1.735,1.298,-0.113,1
HAT-P-65 b,97,HAT-P-65,18.05766791,176.07693748,1818.0,False,2016,Transit,315.9054895,11.9893675,738.519,2.60544751,0.04042,5872.0,1.666,1.297,0.208,1
HAT-P-66 b,98,HAT-P-66,17.82231,248.86089,1896.0,False,2016,Transit,150.5726262,53.9508237,935.456,2.972086,0.04363,6002.0,1.881,1.255,0.035,1
HAT-P-67 b,99,HAT-P-67,23.370765,108.0622,1903.0,False,2017,Transit,256.6107279,44.7768849,371.686,4.8101025,0.06505,6406.0,2.546,1.642,-0.08,1
HAT-P-68 b,100,HAT-P-68,12.016048,230.10892,1027.8,False,2020,Transit,118.4831501,23.9382192,202.152,2.29840551,0.02996,4508.0,0.6701,0.6785,-0.059,1
HAT-P-69 b,101,HAT-P-69,18.786284,1137.8314,1930.0,False,2019,Transit,130.5056385,3.7105662,341.263,4.7869491,0.06555,7394.0,1.926,1.648,-0.069,1
HAT-P-70 b,102,HAT-P-70,20.96083,2154.8874,2562.0,False,2019,Transit,74.5523332,9.9979794,330.739,2.74432452,0.04739,8450.0,1.858,1.89,-0.059,1
HAT-P-9 b,103,HAT-P-9,15.614137,238.05467,1540.0,False,2008,Transit,110.1685157,37.1405946,455.203,3.92281072,0.05287,6350.0,1.338,1.281,0.12,1
HATS-1 b,104,HATS-1,14.594,589.55,1359.0,False,2012,Transit,175.5252399,-23.3548451,283.971,3.446459,0.0444,5870.0,1.038,0.986,-0.06,1
HATS-10 b,105,HATS-10,10.861521,167.17858,1407.0,False,2015,Transit,294.3068385,-22.2044872,534.889,3.312846,0.04491,5880.0,1.105,1.101,0.15,1
HATS-13 b,106,HATS-13,13.585308,172.58169,1244.0,False,2015,Transit,316.9614798,-26.0967205,421.855,3.0440499,0.04057,5523.0,0.887,0.962,0.05,1
HATS-14 b,107,HATS-14,11.646151,340.39593,1276.0,False,2015,Transit,313.2154754,-25.6873756,513.011,2.7667641,0.03815,5346.0,0.933,0.967,0.33,1
HATS-15 b,108,HATS-15,12.385945,689.6911,1505.0,False,2016,Transit,311.0920041,-19.4375266,1139.55,1.74748753,0.02712,5311.0,0.922,0.871,0.0,1
HATS-16 b,109,HATS-16,14.5717,1039.3041,1592.0,False,2016,Transit,358.5588439,-30.0130385,757.044,2.686502,0.03744,5738.0,1.238,0.97,-0.1,1
HATS-17 b,110,HATS-17,8.709393,425.25654,814.0,False,2016,Transit,192.1895676,-47.6136789,400.331,16.254611,0.1308,5846.0,1.091,1.131,0.3,1
HATS-18 b,111,HATS-18,14.896761,629.144485,2069.48,False,2016,Transit,173.9574203,-29.1560639,624.368,0.83784,0.0174,5600.0,1.02,1.037,,1
HATS-2 b,112,HATS-2,12.57647635,435.42491759,1550.0,False,2013,Transit,176.7388264,-22.5630097,341.925,1.35413379,0.02317,,0.876,0.904,,1
HATS-22 b,113,HATS-22,10.682177,870.8542,858.0,False,2017,Transit,174.0098693,-29.5433642,229.518,4.7228124,0.05025,4803.0,0.689,0.759,0.0,1
HATS-23 b,114,HATS-23,20.84874,467.2101,1654.0,False,2017,Transit,286.36675,-50.0673496,639.004,2.1605156,0.03397,5780.0,1.199,1.121,0.28,1
HATS-24 b,115,HATS-24,15.636555,718.2958,2166.0,False,2017,Transit,268.8907069,-61.7474,494.182,1.3484978,0.0238,6125.0,1.12,1.07,-0.229,1
HATS-25 b,116,HATS-25,14.12334,194.82979,1277.0,False,2016,Transit,207.9076746,-23.7812403,471.158,4.2986432,0.05163,5715.0,1.107,0.994,0.02,1
HATS-26 b,117,HATS-26,19.61575,206.5895,1918.0,False,2016,Transit,144.9268593,-28.5856004,861.843,3.3023881,0.04735,6071.0,2.04,1.299,-0.02,1
HATS-27 b,118,HATS-27,16.8135,168.4499,1659.0,False,2016,Transit,193.5524603,-46.5877159,816.988,4.637038,0.0611,6438.0,1.74,1.415,0.09,1
HATS-28 b,119,HATS-28,13.383546,213.58176,1253.0,False,2016,Transit,284.3997616,-49.1385126,535.383,3.1810781,0.04131,5498.0,0.922,0.929,0.01,1
HATS-29 b,120,HATS-29,14.022459,207.54299,1212.0,False,2016,Transit,285.0965172,-54.8933408,353.891,4.6058749,0.05475,5670.0,1.073,1.032,0.16,1
HATS-3 b,121,HATS-3,15.48,340.382,1648.0,False,2013,Transit,312.4574879,-24.4286938,411.211,3.547851,0.0485,6351.0,1.404,1.209,-0.157,1
HATS-30 b,122,HATS-30,13.170575,224.38798,1414.0,False,2016,Transit,5.618525,-59.9425892,342.14,3.1743516,0.04354,5943.0,1.061,1.093,0.06,1
HATS-31 b,123,HATS-31,18.38276,279.6904,1823.0,False,2016,Transit,191.7028214,-24.4273897,773.974,3.37796,0.0478,6050.0,1.87,1.275,0.0,1
HATS-32 b,124,HATS-32,14.000041,292.4036,1437.0,False,2016,Transit,346.0750861,-21.2720168,745.116,2.8126548,0.04024,5700.0,1.097,1.099,0.39,1
HATS-33 b,125,HATS-33,13.78707,378.85336,1429.0,False,2016,Transit,294.6336944,-55.3302692,248.46,2.5495551,0.03727,5659.0,1.022,1.062,0.29,1
HATS-34 b,126,HATS-34,16.02887,299.07803,1445.0,False,2016,Transit,0.7744866,-62.4693167,508.842,2.1061607,0.03166,5380.0,0.98,0.955,0.25,1
HATS-35 b,127,HATS-35,16.409976,388.38826,2037.0,False,2016,Transit,296.688442,-63.5656488,514.555,1.8209993,0.03199,6300.0,1.433,1.317,0.21,1
HATS-37 A b,128,HATS-37 A,6.792654,31.46517,1085.0,False,2020,Transit,199.80183,-22.9868431,211.896,4.3315366,0.04913,5326.0,0.877,0.843,0.051,1
HATS-38 b,129,HATS-38,6.882326,23.51942,1294.0,False,2020,Transit,154.2710615,-25.2762982,343.525,4.375021,0.05036,5732.0,1.105,0.89,-0.102,1
HATS-39 b,130,HATS-39,17.59813,200.2329,1645.0,False,2018,Transit,112.4192251,-29.9379163,878.521,4.5776348,0.06007,6572.0,1.621,1.379,0.0,1
HATS-4 b,131,HATS-4,11.433,420.471,1315.0,False,2014,Transit,94.1120914,-22.5468824,416.459,2.516729,0.0362,5403.0,0.925,1.001,0.43,1
HATS-40 b,132,HATS-40,17.71022,505.3497,2101.0,False,2018,Transit,100.5712467,-29.77678,1342.29,3.2642736,0.04997,6460.0,2.26,1.561,0.01,1
HATS-41 b,133,HATS-41,14.90797,3082.951,1710.0,False,2018,Transit,103.5173558,-27.0504156,737.668,4.193649,0.0583,6424.0,1.71,1.496,0.47,1
HATS-42 b,134,HATS-42,15.6926,597.5204,1856.0,False,2018,Transit,108.4523991,-33.4373462,800.377,2.292102,0.03689,6060.0,1.48,1.273,0.22,1
HATS-43 b,135,HATS-43,13.22662,82.95363,1003.0,False,2018,Transit,80.5382418,-30.9708179,362.273,4.3888497,0.04944,5099.0,0.812,0.837,0.05,1
HATS-44 b,136,HATS-44,11.960003,177.9848,1161.0,False,2018,Transit,84.3267559,-27.9725758,446.035,2.7439004,0.03649,5080.0,0.847,0.86,0.32,1
HATS-45 b,137,HATS-45,14.414774,222.481,1518.0,False,2018,Transit,101.9942455,-21.9107112,772.11,4.1876244,0.05511,6450.0,1.315,1.272,0.02,1
HATS-46 b,138,HATS-46,10.121727,54.98459,1054.0,False,2018,Transit,6.7026401,-56.3161021,453.808,4.7423729,0.05367,5495.0,0.853,0.917,-0.06,1
HATS-47 b,139,HATS-47,12.520453,117.27927,852.9,False,2020,Transit,287.4844021,-49.6649424,300.67,3.9228038,0.04269,4512.0,0.6564,0.674,-0.113,1
HATS-48 A b,140,HATS-48 A,8.9672,77.23269,954.6,False,2020,Transit,288.6720048,-59.5793505,263.609,3.1316666,0.03769,4546.0,0.7152,0.7279,0.186,1
HATS-49 b,141,HATS-49,8.574885,112.19399,834.8,False,2020,Transit,6.6135927,-56.3442798,324.413,4.1480467,0.04515,4405.0,0.6977,0.7133,0.208,1
HATS-5 b,142,HATS-5,10.223,75.323,1025.0,False,2014,Transit,67.2228465,-21.4820568,246.384,4.763387,0.0542,5304.0,0.871,0.936,0.19,1
HATS-50 b,143,HATS-50,12.66617,123.9537,1243.0475756557448,True,2017,Transit,300.4280761,-26.077564,756.742,3.8297015,0.05046,5990.0,1.117,1.168,,1
HATS-51 b,144,HATS-51,15.80469,244.09344,1553.0,False,2017,Transit,102.8474248,-29.0586551,389.57,3.3488702,0.04639,5758.0,1.44,1.187,,1
HATS-52 b,145,HATS-52,15.490838,711.9392,1834.0,False,2017,Transit,140.0875894,-31.2692116,555.134,1.36665436,0.02498,6010.0,1.046,1.111,,1
HATS-53 b,146,HATS-53,15.02006,189.10885,1312.0,False,2017,Transit,176.628323,-33.8600764,585.77,3.8537768,0.04753,5644.0,1.101,0.964,,1
HATS-54 b,147,HATS-54,11.37711541,239.32479047,1429.0,False,2019,Transit,200.6348641,-44.6888393,748.585,2.5441765,0.037,5621.0,1.23,1.05,0.37,1
HATS-55 b,148,HATS-55,14.022459,292.72143,1367.0,False,2019,Transit,114.2833819,-32.7554188,609.838,4.2042001,0.05412,6214.0,1.126,1.1955,0.108,1
HATS-56 b,149,HATS-56,18.920792,191.33366,1902.0,False,2019,Transit,180.165072,-45.7994559,564.409,4.324799,0.06043,6536.0,2.201,1.573,0.19,1
HATS-57 b,150,HATS-57,12.767051,1000.21101,1413.4,False,2019,Transit,60.9482779,-19.0568182,279.485,2.350621,0.03493,5587.0,0.96,1.026,0.268,1
HATS-58 A b,151,HATS-58 A,12.273855,327.3649,1721.0,False,2019,Transit,186.7873036,-48.9784105,403.591,4.2180896,0.05798,7175.0,1.433,1.461,,1
HATS-59 b,152,HATS-59,12.621334,256.17098,1128.0,False,2018,Transit,170.324325,-22.388177,642.884,5.416081,0.06112,5670.0,1.036,1.038,0.18,2
HATS-6 b,153,HATS-6,11.186582,101.38777,712.8,False,2015,Transit,88.1468079,-19.0316268,169.318,3.3252725,0.03623,3724.0,0.57,0.574,0.2,1
HATS-60 b,154,HATS-60,12.923977,210.40346,1528.0,False,2018,Transit,341.3640336,-14.9917747,486.474,3.560829,0.04708,5688.0,1.46,1.097,0.335,1
HATS-61 b,155,HATS-61,13.394755,1080.622,1226.1,False,2018,Transit,61.6578005,-25.3496674,679.761,7.817953,0.07908,5542.0,1.664,1.076,0.247,1
HATS-62 b,156,HATS-62,11.825495,56.89157,1237.0,False,2018,Transit,312.4493079,-24.303506,523.067,3.2768837,0.04163,5416.0,0.933,0.896,0.133,1
HATS-63 b,157,HATS-63,13.529263,305.1168,1398.3,False,2018,Transit,67.418582,-28.1972149,623.232,3.0566527,0.04026,5627.0,1.07,0.931,0.081,1
HATS-64 b,158,HATS-64,18.819911,305.1168,1793.0,False,2018,Transit,144.2876092,-29.800444,1080.15,4.908897,0.06562,6554.0,2.113,1.564,0.22,1
HATS-65 b,159,HATS-65,16.824709,260.93843,1634.0,False,2018,Transit,292.9397825,-26.7402021,493.32,3.105161,0.04497,6277.0,1.31,1.257,0.199,1
HATS-66 b,160,HATS-66,15.815899,1694.0339,1998.0,False,2018,Transit,101.3948048,-33.8816918,1477.98,3.1414391,0.04714,6626.0,1.841,1.411,-0.017,1
HATS-67 b,161,HATS-67,18.887165,460.8535,2193.0,False,2018,Transit,180.2087883,-46.1364201,960.109,1.6091788,0.03032,6594.0,1.441,1.435,0.332,1
HATS-68 b,162,HATS-68,13.809488,410.0007,1741.0,False,2018,Transit,15.006077,-58.9047242,603.955,3.5862202,0.05071,6147.0,1.748,1.351,0.21,1
HATS-69 b,163,HATS-69,10.592505,183.38791,1295.7,False,2018,Transit,289.2974275,-60.8917599,414.537,2.2252577,0.03211,5137.0,0.8785,0.892,0.377,1
HATS-7 b,164,HATS-7,6.310667,38.1396,1084.0,False,2015,Transit,208.8567465,-21.2078587,240.707,3.185315,0.04012,4985.0,0.815,0.849,0.25,1
HATS-70 b,165,HATS-70,15.513256,4100.007,2730.0,False,2019,Transit,109.1045212,-31.2443947,1458.83,1.8882378,0.03632,7930.0,1.881,1.78,0.041,1
HATS-71 b,166,HATS-71,11.478016,117.5971,586.8,False,2020,Transit,15.5518893,-61.7561333,140.225,3.7955202,0.03745,3405.0,0.4783,0.4861,0.17,1
HATS-72 b,167,HATS-72,8.0973816,39.855882,739.3,False,2020,Transit,339.0258401,-17.0003046,127.589,7.3279474,0.066517,4656.1,0.7214,0.7311,0.099,1
HATS-74 A b,168,HATS-74 A,11.56766808,464.02947422,895.1,False,2021,Transit,171.0147921,-19.5569588,299.389,1.73185606,0.02384,3776.9,0.5758,0.601,0.514,1
HATS-75 b,169,HATS-75,9.90873894,156.05374784,772.3,False,2021,Transit,60.9493919,-25.4089214,194.964,2.7886556,0.032742,3790.4,0.5848,0.6017,0.522,1
HATS-76 b,170,HATS-76,12.09449018,835.570882,939.8,False,2021,Transit,70.3397665,-32.3204175,385.689,1.9416423,0.02658,4016.0,0.6259,0.662,0.322,1
HATS-77 b,171,HATS-77,13.05846252,436.69623122,828.3,False,2021,Transit,149.8236672,-27.3928174,436.176,3.0876262,0.03607,4071.0,0.6428,0.655,0.253,1
HATS-8 b,172,HATS-8,9.785457,43.86054,1324.0,False,2015,Transit,294.9416887,-25.7483655,794.637,3.583893,0.04667,5679.0,1.086,1.056,0.21,1
HD 106315 b,173,HD 106315,2.44,12.6,1153.0,False,2017,Transit,183.4724742,-0.3934357,109.353,9.55237,0.0907,6327.0,1.296,1.091,-0.311,2
HD 106315 c,173,HD 106315,4.35,15.2,886.0,False,2017,Transit,183.4724742,-0.3934357,109.353,21.05704,0.1536,6327.0,1.296,1.091,-0.311,2
HD 110067 b,174,HD 110067,2.2,5.69,800.0,False,2023,Transit,189.8392243,20.0273377,32.1585,9.113678,0.0793,5266.0,0.788,0.798,-0.2,6
HD 110067 c,174,HD 110067,2.388,6.3,699.0,False,2023,Transit,189.8392243,20.0273377,32.1585,13.673694,0.1039,5266.0,0.788,0.798,-0.2,6
HD 110067 d,174,HD 110067,2.852,8.52,602.0,False,2023,Transit,189.8392243,20.0273377,32.1585,20.519617,0.1362,5266.0,0.788,0.798,-0.2,6
HD 110067 e,174,HD 110067,1.94,3.9,533.0,False,2023,Transit,189.8392243,20.0273377,32.1585,30.793091,0.1785,5266.0,0.788,0.798,-0.2,6
HD 110067 f,174,HD 110067,2.601,5.04,489.0,False,2023,Transit,189.8392243,20.0273377,32.1585,41.05854,0.2163,5266.0,0.788,0.798,-0.2,6
HD 110067 g,174,HD 110067,2.607,8.4,440.0,False,2023,Transit,189.8392243,20.0273377,32.1585,54.76992,0.2621,5266.0,0.788,0.798,-0.2,6
HD 110113 b,175,HD 110113,2.05,4.55,1371.0,False,2021,Transit,190.0365636,-44.3120777,106.307,2.541,0.035,5732.0,0.968,0.997,0.14,2
HD 114082 b,176,HD 114082,11.2089807,2542.627256,500.9796623705969,True,2022,Radial Velocity,197.3171237,-60.3084347,95.3906,109.75,0.5109,6651.0,1.49,1.47,0.0,1
HD 118203 b,177,HD 118203,12.778238,680.15279098,1361.0,False,2005,Radial Velocity,203.509956,53.7281876,92.2589,6.1349779,0.0713,5742.0,2.04,1.27,0.287,2
